device_id,trip_id,date,start_time,end_time,start_terminal,end_terminal,travel_time,dwell_time
116,35,2022-10-07,13:59:24,14:43:48,BT02,BT01,44.4,5.316666666666667
116,36,2022-10-07,15:31:55,16:20:43,BT01,BT02,48.8,5.333333333333333
116,37,2022-10-07,17:32:11,18:19:50,BT02,BT01,47.65,6.483333333333333
116,38,2022-10-07,20:36:53,21:13:21,BT01,BT02,36.46666666666667,1.1666666666666665
116,39,2022-10-08,06:51:32,07:30:04,BT02,BT01,38.53333333333333,2.4333333333333336
116,40,2022-10-08,08:10:51,09:01:00,BT01,BT02,50.15,5.016666666666667
116,41,2022-10-08,11:11:26,11:59:17,BT02,BT01,47.85,5.583333333333334
116,42,2022-10-08,12:42:51,13:29:18,BT01,BT02,46.45,4.333333333333334
116,43,2022-10-08,15:20:14,16:01:35,BT02,BT01,41.35,0.75
116,44,2022-10-08,17:02:58,17:50:08,BT01,BT02,47.166666666666664,5.466666666666667
116,45,2022-10-09,08:13:15,08:58:40,BT02,BT01,45.416666666666664,4.483333333333333
116,46,2022-10-09,09:41:11,10:30:02,BT01,BT02,48.85,4.666666666666667
116,47,2022-10-11,06:16:27,07:10:56,BT02,BT01,54.483333333333334,12.116666666666667
116,48,2022-10-11,08:02:17,08:43:27,BT01,BT02,41.166666666666664,3.0
116,49,2022-10-11,10:31:20,11:12:08,BT02,BT01,40.8,3.2666666666666666
116,50,2022-10-11,12:01:42,12:47:56,BT01,BT02,46.233333333333334,4.566666666666666
116,51,2022-10-11,14:20:11,15:05:35,BT02,BT01,45.4,4.816666666666666
116,52,2022-10-11,15:52:00,16:41:36,BT01,BT02,49.6,4.65
116,53,2022-10-12,06:21:31,07:12:11,BT02,BT01,50.666666666666664,4.783333333333333
116,54,2022-10-12,07:31:26,08:57:36,BT01,BT02,86.16666666666667,49.68333333333334
116,55,2022-10-12,10:41:08,11:21:11,BT02,BT01,40.05,3.1833333333333336
116,56,2022-10-12,11:42:07,12:32:28,BT01,BT02,50.35,5.633333333333334
116,57,2022-10-12,14:41:20,15:25:44,BT02,BT01,44.4,4.616666666666667
116,58,2022-10-12,16:01:30,16:51:58,BT01,BT02,50.46666666666667,3.966666666666667
116,59,2022-10-13,06:21:16,07:05:02,BT02,BT01,43.766666666666666,6.433333333333334
116,60,2022-10-13,07:51:37,08:32:49,BT01,BT02,41.2,2.3166666666666664
116,61,2022-10-13,11:11:11,11:50:32,BT02,BT01,39.35,4.316666666666666
116,62,2022-10-13,12:22:09,13:11:39,BT01,BT02,49.5,7.166666666666667
116,63,2022-10-13,15:01:27,15:42:50,BT02,BT01,41.38333333333333,3.8
116,64,2022-10-13,16:31:49,17:20:10,BT01,BT02,48.35,5.333333333333334
116,65,2022-10-17,05:39:27,06:15:14,BT02,BT01,35.78333333333333,2.4
116,66,2022-10-17,06:51:19,07:50:36,BT01,BT02,59.28333333333333,8.166666666666668
116,67,2022-10-17,09:19:24,09:57:59,BT02,BT01,38.583333333333336,4.033333333333333
116,68,2022-10-17,10:31:43,11:12:57,BT01,BT02,41.233333333333334,1.6333333333333333
116,69,2022-10-17,12:51:13,13:45:19,BT02,BT01,54.1,8.783333333333333
116,70,2022-10-17,14:31:31,15:18:23,BT01,BT02,46.86666666666667,6.133333333333333
116,71,2022-10-17,16:00:12,16:44:17,BT02,BT01,44.083333333333336,4.4
116,72,2022-10-17,17:41:55,18:24:45,BT01,BT02,42.833333333333336,5.533333333333333
116,73,2022-10-18,09:10:55,09:51:35,BT02,BT01,40.666666666666664,5.166666666666667
116,74,2022-10-18,10:33:14,11:20:27,BT01,BT02,47.21666666666667,4.616666666666667
116,75,2022-10-18,13:01:42,13:49:13,BT02,BT01,47.516666666666666,8.350000000000001
116,76,2022-10-18,14:41:58,15:31:39,BT01,BT02,49.68333333333333,6.8
116,77,2022-10-19,08:59:45,09:41:12,BT02,BT01,41.45,5.85
116,78,2022-10-19,10:22:31,11:06:21,BT01,BT02,43.833333333333336,2.25
116,79,2022-10-19,13:11:43,14:05:28,BT02,BT01,53.75,10.0
116,80,2022-10-19,14:42:15,15:24:11,BT01,BT02,41.93333333333333,3.6166666666666667
116,81,2022-10-19,17:21:11,18:08:43,BT02,BT01,47.53333333333333,4.9
116,82,2022-10-19,20:01:34,20:35:23,BT01,BT02,33.81666666666667,1.6333333333333333
116,83,2022-10-21,08:11:12,08:54:50,BT02,BT01,43.63333333333333,6.15
116,84,2022-10-21,09:52:12,10:38:03,BT01,BT02,45.85,3.6333333333333333
116,85,2022-10-21,11:21:35,12:08:21,BT02,BT01,46.766666666666666,6.066666666666666
116,86,2022-10-21,13:20:28,14:07:29,BT01,BT02,47.016666666666666,3.7333333333333334
116,87,2022-10-21,15:59:22,16:47:51,BT02,BT01,48.483333333333334,9.683333333333334
116,88,2022-10-21,17:20:42,18:04:52,BT01,BT02,44.166666666666664,3.45
116,89,2022-10-22,08:11:55,08:54:19,BT02,BT01,42.4,4.116666666666666
116,90,2022-10-22,09:42:40,10:31:27,BT01,BT02,48.78333333333333,5.5
116,91,2022-10-22,12:18:40,13:05:38,BT02,BT01,46.96666666666667,3.6333333333333333
116,92,2022-10-22,14:02:02,14:49:50,BT01,BT02,47.8,4.183333333333334
116,93,2022-10-22,16:41:05,17:29:31,BT02,BT01,48.43333333333333,6.4
116,94,2022-10-22,18:32:43,19:13:13,BT01,BT02,40.5,2.816666666666667
116,95,2022-10-23,08:11:05,08:51:22,BT02,BT01,40.28333333333333,1.9166666666666665
116,96,2022-10-23,09:31:50,10:16:56,BT01,BT02,45.1,1.9666666666666668
116,97,2022-10-23,12:31:36,13:17:02,BT02,BT01,45.43333333333333,4.316666666666666
116,98,2022-10-23,13:51:15,14:43:06,BT01,BT02,51.85,5.25
116,99,2022-10-24,07:41:48,08:20:57,BT02,BT01,39.15,2.6333333333333333
116,100,2022-10-24,09:01:59,09:54:02,BT01,BT02,52.05,5.25
116,101,2022-10-24,10:51:00,11:36:53,BT02,BT01,45.88333333333333,6.383333333333334
116,102,2022-10-24,12:42:47,13:26:53,BT01,BT02,44.1,5.15
116,103,2022-10-24,14:08:08,14:58:16,BT02,BT01,50.13333333333333,7.366666666666667
116,104,2022-10-24,16:04:43,16:49:01,BT01,BT02,44.3,5.250000000000001
116,105,2022-10-26,08:31:31,09:12:38,BT02,BT01,41.11666666666667,4.366666666666666
116,106,2022-10-26,10:01:46,10:52:17,BT01,BT02,50.516666666666666,4.3
116,107,2022-10-26,12:51:19,13:43:39,BT02,BT01,52.333333333333336,6.75
116,108,2022-10-26,14:32:11,15:20:04,BT01,BT02,47.88333333333333,6.2
116,109,2022-10-27,08:31:05,09:12:53,BT02,BT01,41.8,3.2
116,110,2022-10-27,10:02:17,10:49:06,BT01,BT02,46.81666666666667,3.0
116,111,2022-10-27,12:51:31,13:35:32,BT02,BT01,44.016666666666666,3.25
116,112,2022-10-27,14:20:51,15:05:05,BT01,BT02,44.233333333333334,5.666666666666667
116,113,2022-10-27,17:11:09,17:54:13,BT02,BT01,43.06666666666667,2.4
116,114,2022-10-27,19:47:29,20:24:31,BT01,BT02,37.03333333333333,3.116666666666667
116,115,2022-10-28,08:40:54,09:27:34,BT02,BT01,46.666666666666664,7.083333333333334
116,116,2022-10-28,10:21:21,11:01:14,BT01,BT02,39.88333333333333,1.4333333333333333
116,117,2022-10-28,13:11:27,13:55:54,BT02,BT01,44.45,5.6000000000000005
116,118,2022-10-28,14:51:44,15:39:39,BT01,BT02,47.916666666666664,5.916666666666667
116,119,2022-10-29,08:41:45,09:31:29,BT02,BT01,49.733333333333334,8.5
116,120,2022-10-29,10:13:00,11:04:43,BT01,BT02,51.71666666666667,5.866666666666667
116,121,2022-10-29,13:50:36,14:35:11,BT02,BT01,44.583333333333336,5.6000000000000005
116,122,2022-10-29,15:37:06,16:30:37,BT01,BT02,53.516666666666666,7.25
117,123,2022-10-01,07:01:53,07:53:51,BT01,BT02,51.96666666666667,8.98333333333333
117,124,2022-10-01,10:40:58,11:40:02,BT02,BT01,59.06666666666667,7.566666666666665
117,125,2022-10-01,12:05:22,12:58:39,BT01,BT02,53.28333333333333,7.95
117,126,2022-10-01,15:30:55,16:23:29,BT02,BT01,52.56666666666667,6.283333333333331
117,127,2022-10-03,06:21:59,07:20:15,BT01,BT02,58.266666666666666,8.216666666666665
117,128,2022-10-03,09:41:45,10:22:24,BT02,BT01,40.65,2.983333333333334
117,129,2022-10-03,11:11:34,11:55:31,BT01,BT02,43.95,4.583333333333333
117,130,2022-10-03,14:21:31,15:09:35,BT02,BT01,48.06666666666667,4.2
117,131,2022-10-04,06:40:32,07:36:14,BT01,BT02,55.7,7.716666666666667
117,132,2022-10-04,10:11:37,10:58:25,BT02,BT01,46.8,4.7
117,133,2022-10-06,06:31:32,07:31:30,BT01,BT02,59.96666666666667,8.333333333333332
117,134,2022-10-06,09:10:51,09:54:31,BT02,BT01,43.666666666666664,4.2666666666666675
117,135,2022-10-06,10:40:57,11:31:43,BT01,BT02,50.766666666666666,6.6
117,136,2022-10-06,12:49:54,13:32:55,BT02,BT01,43.016666666666666,4.799999999999999
117,137,2022-10-06,14:01:13,14:54:34,BT01,BT02,53.35,8.450000000000001
117,138,2022-10-06,16:10:48,16:53:23,BT02,BT01,42.583333333333336,3.0500000000000003
117,139,2022-10-08,06:21:30,07:12:59,BT01,BT02,51.483333333333334,4.166666666666667
117,140,2022-10-08,09:31:21,10:18:33,BT02,BT01,47.2,4.7333333333333325
117,141,2022-10-08,10:51:55,11:48:58,BT01,BT02,57.05,7.683333333333333
117,142,2022-10-08,13:40:13,14:27:41,BT02,BT01,47.46666666666667,6.75
117,143,2022-10-08,15:10:58,16:01:57,BT01,BT02,50.983333333333334,5.249999999999998
117,144,2022-10-08,17:30:14,18:25:39,BT02,BT01,55.416666666666664,8.299999999999997
117,145,2022-10-09,06:30:57,07:20:08,BT01,BT02,49.18333333333333,4.333333333333332
117,146,2022-10-09,08:47:59,09:34:43,BT02,BT01,46.733333333333334,4.3
117,147,2022-10-09,10:21:34,11:05:43,BT01,BT02,44.15,5.116666666666666
117,148,2022-10-09,13:31:01,14:19:18,BT02,BT01,48.28333333333333,4.916666666666666
117,149,2022-10-10,06:31:22,07:28:05,BT01,BT02,56.71666666666667,9.833333333333334
117,150,2022-10-10,09:20:53,10:08:49,BT02,BT01,47.93333333333333,4.866666666666666
117,151,2022-10-10,11:20:55,12:06:05,BT01,BT02,45.166666666666664,2.6333333333333333
117,152,2022-10-10,13:21:13,14:12:06,BT02,BT01,50.88333333333333,10.683333333333334
117,153,2022-10-10,14:40:22,15:29:17,BT01,BT02,48.916666666666664,5.8
117,154,2022-10-10,17:11:14,17:57:57,BT02,BT01,46.71666666666667,3.783333333333333
117,155,2022-10-11,06:20:46,07:17:59,BT01,BT02,57.21666666666667,8.033333333333333
117,156,2022-10-11,08:50:11,09:38:49,BT02,BT01,48.63333333333333,3.65
117,157,2022-10-11,10:20:51,11:10:36,BT01,BT02,49.75,3.5500000000000003
117,158,2022-10-11,12:50:42,13:49:52,BT02,BT01,59.166666666666664,11.600000000000001
117,159,2022-10-11,14:20:04,15:09:16,BT01,BT02,49.2,8.25
117,160,2022-10-11,16:42:38,17:30:45,BT02,BT01,48.11666666666667,14.550000000000002
117,161,2022-10-13,06:41:39,07:34:19,BT01,BT02,52.666666666666664,7.3833333333333355
117,162,2022-10-13,10:00:22,10:45:10,BT02,BT01,44.8,4.300000000000001
117,163,2022-10-13,11:11:34,11:59:11,BT01,BT02,47.61666666666667,4.466666666666668
117,164,2022-10-13,13:50:57,14:39:53,BT02,BT01,48.93333333333333,6.383333333333335
117,165,2022-10-13,15:12:12,16:00:16,BT01,BT02,48.06666666666667,5.683333333333334
117,166,2022-10-13,18:00:36,18:47:55,BT02,BT01,47.31666666666667,3.150000000000001
117,167,2022-10-14,06:30:49,07:26:35,BT01,BT02,55.766666666666666,8.966666666666667
117,168,2022-10-14,09:40:32,10:30:24,BT02,BT01,49.86666666666667,5.35
117,169,2022-10-14,11:01:03,11:51:03,BT01,BT02,50.0,5.816666666666666
117,170,2022-10-14,14:01:09,14:51:34,BT02,BT01,50.416666666666664,5.883333333333333
117,171,2022-10-14,15:41:45,16:33:48,BT01,BT02,52.05,4.85
117,172,2022-10-14,18:02:15,18:54:40,BT02,BT01,52.416666666666664,3.5000000000000004
117,173,2022-10-18,06:21:54,07:17:33,BT01,BT02,55.65,8.766666666666666
117,174,2022-10-18,09:41:13,10:25:11,BT02,BT01,43.96666666666667,3.3833333333333333
117,175,2022-10-18,11:01:46,11:54:14,BT01,BT02,52.46666666666667,5.45
117,176,2022-10-18,13:31:59,14:23:56,BT02,BT01,51.95,8.833333333333334
117,177,2022-10-18,15:10:46,16:01:14,BT01,BT02,50.46666666666667,5.299999999999999
117,178,2022-10-18,17:31:48,18:22:52,BT02,BT01,51.06666666666667,5.799999999999998
117,179,2022-10-19,06:31:31,07:28:01,BT01,BT02,56.5,9.183333333333334
117,180,2022-10-19,09:40:31,10:27:28,BT02,BT01,46.95,5.966666666666666
117,181,2022-10-21,07:00:52,07:51:02,BT01,BT02,50.166666666666664,6.3
117,182,2022-10-21,08:41:09,09:29:00,BT02,BT01,47.85,7.033333333333333
117,183,2022-10-21,10:21:18,11:15:04,BT01,BT02,53.766666666666666,6.300000000000002
117,184,2022-10-21,12:00:37,12:52:07,BT02,BT01,51.5,5.499999999999999
117,185,2022-10-21,14:00:03,14:52:01,BT01,BT02,51.96666666666667,5.533333333333332
117,186,2022-10-21,15:30:09,16:23:37,BT02,BT01,53.46666666666667,4.583333333333334
117,187,2022-10-25,06:21:58,07:13:45,BT01,BT02,51.78333333333333,7.083333333333332
117,188,2022-10-25,09:31:38,10:24:53,BT02,BT01,53.25,6.883333333333331
117,189,2022-10-25,10:52:54,11:40:22,BT01,BT02,47.46666666666667,4.166666666666667
117,190,2022-10-25,14:00:11,14:46:12,BT02,BT01,46.016666666666666,4.183333333333334
117,191,2022-10-25,15:32:12,16:24:09,BT01,BT02,51.95,4.300000000000001
117,192,2022-10-25,18:01:24,18:51:53,BT02,BT01,50.483333333333334,3.8500000000000005
117,193,2022-10-28,06:21:12,07:14:15,BT01,BT02,53.05,8.383333333333333
117,194,2022-10-28,09:41:21,10:31:05,BT02,BT01,49.733333333333334,7.466666666666666
117,195,2022-10-28,11:21:47,12:12:35,BT01,BT02,50.8,6.0
117,196,2022-10-28,14:11:47,14:57:05,BT02,BT01,45.3,5.033333333333334
117,197,2022-10-29,06:22:42,07:16:10,BT01,BT02,53.46666666666667,4.883333333333334
117,198,2022-10-29,10:21:13,11:16:33,BT02,BT01,55.333333333333336,9.25
117,199,2022-10-29,11:52:53,12:50:38,BT01,BT02,57.75,9.666666666666664
117,200,2022-10-29,15:31:41,16:23:30,BT02,BT01,51.81666666666667,8.416666666666664
121,201,2022-10-01,08:00:28,08:49:11,BT02,BT01,48.71666666666667,8.216666666666663
121,202,2022-10-01,09:13:06,10:09:47,BT01,BT02,56.68333333333333,5.916666666666666
121,203,2022-10-01,12:49:39,13:43:19,BT02,BT01,53.666666666666664,10.816666666666668
121,204,2022-10-01,14:22:11,15:21:49,BT01,BT02,59.63333333333333,7.933333333333333
121,205,2022-10-01,17:03:54,18:01:30,BT02,BT01,57.6,11.899999999999999
121,206,2022-10-01,18:29:44,19:18:25,BT01,BT02,48.68333333333333,6.9833333333333325
121,207,2022-10-02,06:59:04,07:42:02,BT02,BT01,42.96666666666667,8.03333333333333
121,208,2022-10-02,08:11:44,08:57:22,BT01,BT02,45.63333333333333,3.083333333333333
121,209,2022-10-02,11:11:45,12:08:24,BT02,BT01,56.65,10.383333333333333
121,210,2022-10-02,13:42:37,14:37:48,BT01,BT02,55.18333333333333,7.016666666666667
121,211,2022-10-02,15:28:09,16:17:36,BT02,BT01,49.45,8.183333333333334
121,212,2022-10-02,19:40:28,20:18:48,BT01,BT02,38.333333333333336,2.933333333333334
121,213,2022-10-03,04:52:40,06:14:17,BT01,BT02,81.61666666666666,12.966666666666665
121,214,2022-10-03,06:58:31,07:56:22,BT02,BT01,57.85,16.349999999999998
121,215,2022-10-03,08:41:25,09:28:02,BT01,BT02,46.61666666666667,6.233333333333332
121,216,2022-10-03,11:59:21,12:40:53,BT02,BT01,41.53333333333333,3.833333333333334
121,217,2022-10-03,13:31:38,14:18:03,BT01,BT02,46.416666666666664,9.233333333333329
121,218,2022-10-03,16:41:29,17:24:18,BT02,BT01,42.81666666666667,4.399999999999999
121,219,2022-10-03,18:02:59,18:44:00,BT01,BT02,41.016666666666666,3.55
121,220,2022-10-04,04:50:50,06:44:45,BT01,BT02,113.91666666666667,19.88333333333334
121,221,2022-10-04,07:00:02,07:45:55,BT02,BT01,45.88333333333333,7.700000000000001
121,222,2022-10-04,08:41:23,09:23:44,BT01,BT02,42.35,6.099999999999999
121,223,2022-10-04,11:41:45,12:24:34,BT02,BT01,42.81666666666667,3.4999999999999996
121,224,2022-10-04,13:00:34,13:53:16,BT01,BT02,52.7,9.350000000000001
121,225,2022-10-04,16:10:51,16:51:31,BT02,BT01,40.666666666666664,3.1333333333333346
121,226,2022-10-04,17:43:14,18:26:33,BT01,BT02,43.31666666666667,3.816666666666667
121,227,2022-10-07,04:49:51,05:45:41,BT01,BT02,55.833333333333336,9.899999999999999
121,228,2022-10-07,06:20:50,07:04:48,BT02,BT01,43.96666666666667,6.849999999999999
121,229,2022-10-07,07:41:23,08:25:32,BT01,BT02,44.15,4.6
121,230,2022-10-07,10:10:13,10:51:54,BT02,BT01,41.68333333333333,3.716666666666667
121,231,2022-10-07,11:10:51,11:56:21,BT01,BT02,45.5,5.283333333333331
121,232,2022-10-12,05:59:47,06:41:23,BT02,BT01,41.6,4.616666666666667
121,233,2022-10-12,07:11:17,07:53:17,BT01,BT02,42.0,5.149999999999999
121,234,2022-10-12,10:21:03,11:01:02,BT02,BT01,39.983333333333334,3.500000000000001
121,235,2022-10-12,11:32:36,12:18:02,BT01,BT02,45.43333333333333,4.283333333333332
121,236,2022-10-12,14:21:06,15:04:36,BT02,BT01,43.5,4.799999999999999
121,237,2022-10-12,15:42:00,16:32:04,BT01,BT02,50.06666666666667,5.666666666666667
121,238,2022-10-13,05:51:17,06:29:36,BT02,BT01,38.31666666666667,3.5166666666666675
121,239,2022-10-13,07:19:40,08:06:34,BT01,BT02,46.9,4.999999999999999
121,240,2022-10-13,10:41:08,11:23:51,BT02,BT01,42.71666666666667,3.8666666666666667
121,241,2022-10-13,11:51:19,12:38:09,BT01,BT02,46.833333333333336,8.533333333333331
121,242,2022-10-13,14:30:56,15:14:28,BT02,BT01,43.53333333333333,4.616666666666666
121,243,2022-10-13,15:51:53,16:39:13,BT01,BT02,47.333333333333336,4.8999999999999995
121,244,2022-10-14,05:41:13,06:14:49,BT02,BT01,33.6,2.683333333333333
121,245,2022-10-14,07:01:49,07:52:37,BT01,BT02,50.8,6.849999999999999
121,246,2022-10-14,10:20:57,11:02:00,BT02,BT01,41.05,3.283333333333334
121,247,2022-10-14,11:41:18,12:30:08,BT01,BT02,48.833333333333336,5.449999999999999
121,248,2022-10-14,14:31:33,15:12:49,BT02,BT01,41.266666666666666,2.6000000000000005
121,249,2022-10-14,16:11:36,17:05:09,BT01,BT02,53.55,4.2
121,250,2022-10-16,07:47:28,08:34:21,BT02,BT01,46.88333333333333,9.5
121,251,2022-10-16,09:31:56,10:16:02,BT01,BT02,44.1,2.3833333333333333
121,252,2022-10-16,11:41:55,12:25:22,BT02,BT01,43.45,3.7500000000000013
121,253,2022-10-16,13:22:35,14:06:23,BT01,BT02,43.8,3.75
121,254,2022-10-16,15:31:11,16:11:02,BT02,BT01,39.85,3.833333333333333
121,255,2022-10-16,18:10:21,18:51:48,BT01,BT02,41.45,2.1333333333333333
121,256,2022-10-17,04:46:07,08:17:26,BT01,BT02,211.31666666666666,74.88333333333333
121,257,2022-10-17,08:40:59,09:24:23,BT02,BT01,43.4,6.716666666666664
121,258,2022-10-17,09:51:48,10:37:36,BT01,BT02,45.8,4.033333333333334
121,259,2022-10-17,12:11:14,12:51:12,BT02,BT01,39.96666666666667,3.266666666666667
121,260,2022-10-17,13:31:13,14:19:33,BT01,BT02,48.333333333333336,7.433333333333329
121,261,2022-10-17,15:10:06,15:46:50,BT02,BT01,36.733333333333334,2.3500000000000005
121,262,2022-10-17,16:49:35,17:36:54,BT01,BT02,47.31666666666667,4.950000000000001
121,263,2022-10-18,04:49:12,08:23:53,BT01,BT02,214.68333333333334,91.68333333333332
121,264,2022-10-18,08:30:28,09:11:19,BT02,BT01,40.85,2.016666666666667
121,265,2022-10-18,09:50:58,10:37:34,BT01,BT02,46.6,6.449999999999998
121,266,2022-10-18,12:21:30,13:05:11,BT02,BT01,43.68333333333333,3.7166666666666672
121,267,2022-10-18,13:52:43,14:43:36,BT01,BT02,50.88333333333333,8.766666666666667
121,268,2022-10-18,16:40:34,17:14:36,BT02,BT01,34.03333333333333,2.4333333333333336
121,269,2022-10-18,18:29:02,19:12:39,BT01,BT02,43.61666666666667,5.333333333333331
121,270,2022-10-19,04:42:03,08:07:48,BT01,BT02,205.75,74.00000000000001
121,271,2022-10-19,08:20:54,09:03:48,BT02,BT01,42.9,2.8166666666666673
121,272,2022-10-19,09:42:33,10:28:07,BT01,BT02,45.56666666666667,4.55
121,273,2022-10-19,12:40:50,13:27:03,BT02,BT01,46.21666666666667,5.233333333333331
121,274,2022-10-19,14:11:30,15:02:33,BT01,BT02,51.05,8.616666666666664
121,275,2022-10-19,16:51:23,17:30:06,BT02,BT01,38.71666666666667,2.916666666666666
121,276,2022-10-19,18:08:18,18:48:59,BT01,BT02,40.68333333333333,2.5833333333333335
121,277,2022-10-22,04:44:44,07:46:52,BT01,BT02,182.13333333333333,47.616666666666674
121,278,2022-10-22,08:00:41,08:39:57,BT02,BT01,39.266666666666666,4.1499999999999995
121,279,2022-10-22,09:21:36,10:08:57,BT01,BT02,47.35,4.666666666666668
121,280,2022-10-22,12:00:58,12:44:43,BT02,BT01,43.75,4.683333333333333
121,281,2022-10-22,13:40:31,14:31:22,BT01,BT02,50.85,3.0500000000000007
121,282,2022-10-22,16:21:37,17:04:52,BT02,BT01,43.25,2.816666666666667
121,283,2022-10-22,18:02:24,18:46:36,BT01,BT02,44.2,6.549999999999998
121,284,2022-10-23,07:31:08,08:12:24,BT02,BT01,41.266666666666666,3.3000000000000003
121,285,2022-10-23,08:51:45,09:40:11,BT01,BT02,48.43333333333333,5.983333333333333
121,286,2022-10-23,12:00:53,12:40:02,BT02,BT01,39.15,3.6166666666666667
121,287,2022-10-23,13:11:24,13:55:02,BT01,BT02,43.63333333333333,4.783333333333333
121,288,2022-10-23,16:11:33,16:52:34,BT02,BT01,41.016666666666666,2.9166666666666674
121,289,2022-10-23,18:41:04,19:19:49,BT01,BT02,38.75,3.3833333333333333
121,290,2022-10-26,08:00:02,08:35:46,BT02,BT01,35.733333333333334,3.4666666666666672
121,291,2022-10-26,09:31:06,10:19:19,BT01,BT02,48.21666666666667,6.916666666666666
121,292,2022-10-26,12:21:23,13:05:15,BT02,BT01,43.86666666666667,2.783333333333333
121,293,2022-10-26,14:01:37,14:41:09,BT01,BT02,39.53333333333333,4.216666666666667
121,294,2022-10-26,17:01:09,17:46:59,BT02,BT01,45.833333333333336,4.916666666666667
121,295,2022-10-26,18:49:48,19:33:11,BT01,BT02,43.38333333333333,3.0833333333333335
121,296,2022-10-27,08:11:26,08:50:35,BT02,BT01,39.15,4.1000000000000005
121,297,2022-10-27,09:41:31,10:28:40,BT01,BT02,47.15,6.133333333333332
121,298,2022-10-27,12:31:44,13:17:44,BT02,BT01,46.0,5.766666666666664
121,299,2022-10-27,14:01:40,14:47:16,BT01,BT02,45.6,6.283333333333332
121,300,2022-10-27,16:50:07,17:29:01,BT02,BT01,38.9,2.8333333333333344
121,301,2022-10-27,18:37:26,19:18:22,BT01,BT02,40.93333333333333,4.183333333333334
121,302,2022-10-28,08:01:04,08:41:17,BT02,BT01,40.21666666666667,2.3166666666666673
121,303,2022-10-28,09:41:50,10:27:20,BT01,BT02,45.5,5.8666666666666645
121,304,2022-10-28,12:31:21,13:15:01,BT02,BT01,43.666666666666664,3.6666666666666674
121,305,2022-10-28,14:11:52,14:58:04,BT01,BT02,46.2,8.783333333333331
121,306,2022-10-28,17:01:21,17:40:14,BT02,BT01,38.88333333333333,3.8499999999999988
121,307,2022-10-28,18:47:30,19:26:35,BT01,BT02,39.083333333333336,4.083333333333333
121,308,2022-10-29,07:59:45,08:42:06,BT02,BT01,42.35,6.199999999999999
121,309,2022-10-29,09:30:51,10:08:50,BT01,BT02,37.983333333333334,3.766666666666667
121,310,2022-10-29,13:00:00,13:44:24,BT02,BT01,44.4,4.416666666666667
