trip_id,device_id,date,start_time,end_time,start_terminal,end_terminal,travel_time,dwell_time
87,116,2022-09-23,17:21:17,18:16:05,BT02,BT01,54.8,6.116666666666667
88,116,2022-09-23,19:13:12,19:55:25,BT01,BT02,42.21666666666667,2.4166666666666665
89,116,2022-09-24,09:01:16,09:52:49,BT02,BT01,51.55,6.216666666666667
90,116,2022-09-24,10:42:34,11:36:21,BT01,BT02,53.78333333333333,6.933333333333334
91,116,2022-09-24,13:21:07,14:12:37,BT02,BT01,51.5,6.800000000000001
92,116,2022-09-24,15:21:37,16:13:46,BT01,BT02,52.15,5.033333333333333
93,116,2022-09-26,08:31:05,09:18:04,BT02,BT01,46.98333333333333,5.683333333333334
94,116,2022-09-26,10:01:02,10:57:09,BT01,BT02,56.11666666666667,3.95
95,116,2022-09-26,13:11:43,14:10:45,BT02,BT01,59.03333333333333,7.166666666666667
96,116,2022-09-26,14:31:45,15:22:42,BT01,BT02,50.95,7.0
97,116,2022-09-26,16:51:21,17:38:47,BT02,BT01,47.43333333333333,4.216666666666667
98,116,2022-09-26,18:53:58,19:36:21,BT01,BT02,42.38333333333333,2.7
99,116,2022-09-27,05:29:18,05:58:28,BT02,BT01,29.166666666666668,1.1166666666666667
100,116,2022-09-27,07:01:57,07:58:17,BT01,BT02,56.333333333333336,9.833333333333334
101,116,2022-09-27,10:01:09,10:50:52,BT02,BT01,49.71666666666667,5.050000000000001
102,116,2022-09-27,11:52:24,12:48:59,BT01,BT02,56.583333333333336,12.666666666666668
103,116,2022-09-27,14:19:05,15:11:50,BT02,BT01,52.75,7.483333333333332
104,116,2022-09-27,16:10:20,17:08:01,BT01,BT02,57.68333333333333,12.716666666666669
105,116,2022-09-28,08:31:01,09:19:17,BT02,BT01,48.266666666666666,2.65
106,116,2022-09-28,09:51:48,10:45:06,BT01,BT02,53.3,4.216666666666667
107,116,2022-09-28,13:12:05,14:18:29,BT02,BT01,66.4,12.933333333333334
108,116,2022-09-28,14:51:26,15:42:10,BT01,BT02,50.73333333333333,5.416666666666667
109,116,2022-09-29,08:21:43,09:07:33,BT02,BT01,45.833333333333336,5.45
110,116,2022-09-29,09:51:48,10:39:22,BT01,BT02,47.56666666666667,8.35
111,116,2022-09-29,13:01:12,13:58:02,BT02,BT01,56.833333333333336,4.983333333333334
112,116,2022-09-29,14:31:10,15:05:30,BT01,BT02,34.333333333333336,1.3833333333333333
113,116,2022-09-29,17:11:20,18:07:00,BT02,BT01,55.66666666666666,5.85
114,116,2022-09-29,19:45:06,20:28:26,BT01,BT02,43.333333333333336,3.733333333333333
115,117,2022-09-30,04:51:47,06:13:29,BT02,BT01,81.7,837.1333333333333
116,117,2022-09-01,06:49:55,07:50:08,BT01,BT02,60.21666666666667,14.366666666666672
117,117,2022-09-01,09:30:07,10:25:55,BT02,BT01,55.8,6.683333333333335
118,117,2022-09-01,11:30:49,12:32:39,BT01,BT02,61.833333333333336,8.416666666666666
119,117,2022-09-01,14:30:11,15:23:57,BT02,BT01,53.766666666666666,6.383333333333334
120,117,2022-09-06,06:50:22,07:48:36,BT01,BT02,58.23333333333333,9.316666666666666
121,117,2022-09-06,10:21:36,11:17:30,BT02,BT01,55.9,6.949999999999997
122,117,2022-09-06,12:01:45,13:03:01,BT01,BT02,61.266666666666666,9.933333333333332
123,117,2022-09-08,07:50:32,09:11:43,BT01,BT02,81.18333333333334,33.95
124,117,2022-09-08,10:51:27,11:48:09,BT02,BT01,56.7,11.316666666666668
125,117,2022-09-08,12:10:45,13:06:37,BT01,BT02,55.86666666666667,6.199999999999999
126,117,2022-09-08,14:31:24,15:21:21,BT02,BT01,49.95,7.333333333333335
127,117,2022-09-09,06:29:35,07:24:06,BT01,BT02,54.516666666666666,2.716666666666667
128,117,2022-09-09,09:59:59,10:55:36,BT02,BT01,55.61666666666667,7.816666666666667
129,117,2022-09-09,11:40:23,12:39:39,BT01,BT02,59.266666666666666,7.883333333333333
130,117,2022-09-09,15:30:49,16:21:04,BT02,BT01,50.25,5.383333333333333
131,117,2022-09-11,06:40:44,07:35:09,BT01,BT02,54.41666666666666,8.416666666666666
132,117,2022-09-11,10:14:35,11:06:03,BT02,BT01,51.46666666666667,5.766666666666666
133,117,2022-09-11,12:50:20,13:46:31,BT01,BT02,56.18333333333333,9.049999999999995
134,117,2022-09-11,16:14:35,17:11:18,BT02,BT01,56.71666666666667,6.016666666666665
135,117,2022-09-13,06:41:58,07:36:18,BT01,BT02,54.333333333333336,8.966666666666669
136,117,2022-09-13,09:41:10,10:31:32,BT02,BT01,50.36666666666667,7.599999999999998
137,117,2022-09-13,11:49:23,12:48:41,BT01,BT02,59.3,10.8
138,117,2022-09-13,14:30:55,15:25:44,BT02,BT01,54.81666666666667,6.3166666666666655
139,117,2022-09-15,07:00:43,07:56:42,BT01,BT02,55.98333333333333,8.700000000000001
140,117,2022-09-15,09:29:59,10:20:30,BT02,BT01,50.516666666666666,7.016666666666664
141,117,2022-09-15,11:10:58,12:07:19,BT01,BT02,56.35,8.883333333333331
142,117,2022-09-15,13:21:40,14:18:09,BT02,BT01,56.48333333333333,10.383333333333333
143,117,2022-09-15,15:00:24,15:51:58,BT01,BT02,51.56666666666667,8.100000000000001
144,117,2022-09-15,16:58:07,17:52:38,BT02,BT01,54.516666666666666,7.033333333333332
145,117,2022-09-16,06:21:06,07:19:32,BT01,BT02,58.43333333333333,9.183333333333334
146,117,2022-09-16,08:51:16,09:44:41,BT02,BT01,53.41666666666666,6.383333333333333
147,117,2022-09-16,10:31:37,11:30:29,BT01,BT02,58.86666666666667,5.600000000000001
148,117,2022-09-16,12:21:38,13:17:38,BT02,BT01,56.0,8.016666666666666
149,117,2022-09-16,14:12:10,15:01:09,BT01,BT02,48.98333333333333,5.883333333333333
150,117,2022-09-16,16:01:01,16:52:35,BT02,BT01,51.56666666666667,5.95
151,117,2022-09-18,06:41:48,07:37:46,BT01,BT02,55.96666666666667,8.65
152,117,2022-09-18,09:51:35,10:46:01,BT02,BT01,54.43333333333333,3.85
153,117,2022-09-18,11:02:13,11:55:48,BT01,BT02,53.583333333333336,5.15
154,117,2022-09-18,14:00:50,14:51:38,BT02,BT01,50.8,4.583333333333335
155,117,2022-09-20,06:20:44,07:11:07,BT01,BT02,50.38333333333333,7.766666666666667
156,117,2022-09-20,09:19:19,10:10:20,BT02,BT01,51.016666666666666,5.516666666666665
157,117,2022-09-20,11:11:26,12:03:09,BT01,BT02,51.71666666666667,4.816666666666667
158,117,2022-09-20,12:51:49,13:54:33,BT02,BT01,62.73333333333333,12.266666666666673
159,117,2022-09-20,14:51:27,15:42:05,BT01,BT02,50.63333333333333,5.750000000000001
160,117,2022-09-20,17:00:35,17:52:28,BT02,BT01,51.88333333333333,6.383333333333333
161,117,2022-09-21,06:09:26,07:07:00,BT01,BT02,57.56666666666667,6.766666666666667
162,117,2022-09-21,09:10:51,10:05:16,BT02,BT01,54.41666666666666,5.5333333333333306
163,117,2022-09-21,11:11:19,12:09:20,BT01,BT02,58.016666666666666,6.3500000000000005
164,117,2022-09-21,13:31:35,14:26:10,BT02,BT01,54.583333333333336,8.999999999999996
165,117,2022-09-21,15:41:16,16:36:36,BT01,BT02,55.333333333333336,7.583333333333333
166,117,2022-09-21,17:41:49,18:33:08,BT02,BT01,51.31666666666667,6.1166666666666645
167,117,2022-09-23,06:21:32,07:18:37,BT01,BT02,57.083333333333336,7.549999999999999
168,117,2022-09-23,09:31:02,10:21:05,BT02,BT01,50.05,4.666666666666665
169,117,2022-09-23,11:00:58,11:55:45,BT01,BT02,54.78333333333333,5.383333333333334
170,117,2022-09-23,13:40:47,14:36:13,BT02,BT01,55.43333333333333,10.4
171,117,2022-09-26,06:20:35,07:24:00,BT01,BT02,63.41666666666666,12.749999999999998
172,117,2022-09-26,09:21:27,10:14:18,BT02,BT01,52.85,8.58333333333333
173,117,2022-09-26,10:41:07,11:34:52,BT01,BT02,53.75,4.850000000000001
174,117,2022-09-26,13:51:28,14:42:12,BT02,BT01,50.73333333333333,6.649999999999999
175,117,2022-09-26,15:11:26,16:05:23,BT01,BT02,53.95,7.200000000000001
176,117,2022-09-26,17:30:53,18:24:14,BT02,BT01,53.35,7.383333333333334
177,117,2022-09-28,06:51:13,07:50:31,BT01,BT02,59.3,9.88333333333333
178,117,2022-09-28,10:21:39,11:16:03,BT02,BT01,54.4,7.199999999999999
179,117,2022-09-28,11:52:40,12:51:58,BT01,BT02,59.3,8.466666666666665
180,117,2022-09-28,14:52:11,15:49:29,BT02,BT01,57.3,8.099999999999998
181,117,2022-09-29,10:01:09,10:49:11,BT02,BT01,48.03333333333333,6.983333333333331
182,117,2022-09-29,11:30:42,12:29:05,BT01,BT02,58.38333333333333,9.550000000000002
183,117,2022-09-29,14:30:43,15:19:43,BT02,BT01,49.0,7.649999999999999
184,117,2022-09-29,16:01:23,17:02:58,BT01,BT02,61.583333333333336,16.300000000000004
185,117,2022-09-29,18:29:49,19:18:00,BT02,BT01,48.18333333333333,2.650000000000001
186,117,2022-09-30,09:21:03,10:11:58,BT02,BT01,50.91666666666666,8.316666666666666
187,117,2022-09-30,10:41:15,11:38:28,BT01,BT02,57.21666666666667,6.750000000000001
188,117,2022-09-30,13:21:35,14:18:14,BT02,BT01,56.65,10.950000000000005
189,117,2022-09-30,14:51:29,15:46:20,BT01,BT02,54.85,6.816666666666667
190,117,2022-09-30,16:50:32,17:45:44,BT02,BT01,55.2,8.549999999999999
191,121,2022-09-01,08:11:32,09:04:21,BT02,BT01,52.81666666666667,6.133333333333333
192,121,2022-09-01,10:01:36,10:55:07,BT01,BT02,53.516666666666666,4.783333333333332
193,121,2022-09-01,13:00:49,14:03:54,BT02,BT01,63.083333333333336,9.166666666666664
194,121,2022-09-01,15:00:57,15:56:32,BT01,BT02,55.583333333333336,5.683333333333334
195,121,2022-09-01,17:20:59,18:12:06,BT02,BT01,51.11666666666667,9.15
196,121,2022-09-01,19:31:54,20:08:44,BT01,BT02,36.833333333333336,2.716666666666667
197,121,2022-09-02,07:51:20,08:37:45,BT02,BT01,46.41666666666666,6.349999999999999
198,121,2022-09-02,09:41:19,10:35:11,BT01,BT02,53.86666666666667,7.816666666666666
199,121,2022-09-02,12:15:03,13:08:21,BT02,BT01,53.3,6.616666666666663
200,121,2022-09-02,14:00:18,14:54:50,BT01,BT02,54.53333333333333,10.43333333333333
201,121,2022-09-02,16:42:54,17:34:07,BT02,BT01,51.21666666666667,6.6166666666666645
202,121,2022-09-02,18:09:55,18:51:33,BT01,BT02,41.63333333333333,5.416666666666665
203,121,2022-09-03,08:31:16,09:22:28,BT02,BT01,51.2,7.816666666666665
204,121,2022-09-03,10:21:52,11:13:12,BT01,BT02,51.333333333333336,6.116666666666668
205,121,2022-09-03,12:51:13,13:47:15,BT02,BT01,56.03333333333333,7.766666666666667
206,121,2022-09-03,15:00:37,15:54:04,BT01,BT02,53.45,7.783333333333333
207,121,2022-09-04,07:27:03,08:10:35,BT02,BT01,43.53333333333333,6.216666666666666
208,121,2022-09-04,08:41:05,09:37:45,BT01,BT02,56.66666666666666,11.03333333333333
209,121,2022-09-04,12:11:50,13:03:53,BT02,BT01,52.05,6.4
210,121,2022-09-04,16:03:02,16:54:07,BT01,BT02,51.083333333333336,4.199999999999999
211,121,2022-09-05,04:39:22,12:37:14,BT01,BT02,477.8666666666667,410.4000000000001
212,121,2022-09-06,04:48:22,07:17:35,BT01,BT02,149.21666666666667,19.500000000000007
213,121,2022-09-06,08:11:19,08:57:56,BT02,BT01,46.61666666666667,5.183333333333332
214,121,2022-09-06,09:52:11,10:48:09,BT01,BT02,55.96666666666667,4.966666666666667
215,121,2022-09-06,12:30:20,13:22:34,BT02,BT01,52.23333333333333,6.449999999999999
216,121,2022-09-06,14:19:24,15:07:17,BT01,BT02,47.88333333333333,8.950000000000001
217,121,2022-09-06,17:11:35,17:58:55,BT02,BT01,47.333333333333336,3.7166666666666655
218,121,2022-09-06,19:53:49,20:29:45,BT01,BT02,35.93333333333333,3.016666666666667
219,121,2022-09-07,04:43:24,06:49:30,BT01,BT02,126.1,21.08333333333333
220,121,2022-09-07,07:30:17,08:10:43,BT02,BT01,40.43333333333333,7.699999999999997
221,121,2022-09-07,09:30:52,10:26:19,BT01,BT02,55.45,9.533333333333331
222,121,2022-09-07,12:20:34,13:17:03,BT02,BT01,56.48333333333333,9.633333333333333
223,121,2022-09-07,14:40:55,15:35:54,BT01,BT02,54.98333333333333,9.98333333333333
224,121,2022-09-08,04:47:03,06:39:47,BT01,BT02,112.73333333333332,16.13333333333334
225,121,2022-09-08,07:09:50,07:50:58,BT02,BT01,41.13333333333333,4.649999999999999
226,121,2022-09-08,08:32:03,09:20:43,BT01,BT02,48.66666666666666,6.383333333333334
227,121,2022-09-09,04:44:13,06:47:19,BT01,BT02,123.1,13.716666666666669
228,121,2022-09-09,07:30:30,08:15:45,BT02,BT01,45.25,6.199999999999999
229,121,2022-09-09,09:10:26,10:01:42,BT01,BT02,51.266666666666666,5.983333333333332
230,121,2022-09-09,12:30:33,13:24:30,BT02,BT01,53.95,6.233333333333331
231,121,2022-09-09,14:20:47,15:15:55,BT01,BT02,55.13333333333333,7.616666666666664
232,121,2022-09-11,07:20:06,08:07:45,BT02,BT01,47.65,6.266666666666666
233,121,2022-09-11,09:14:25,10:03:36,BT01,BT02,49.18333333333333,5.833333333333333
234,121,2022-09-11,13:29:51,14:18:55,BT02,BT01,49.06666666666667,9.499999999999998
235,121,2022-09-11,16:51:26,17:42:36,BT01,BT02,51.16666666666666,7.583333333333334
236,121,2022-09-12,06:49:47,07:42:01,BT02,BT01,52.23333333333333,6.833333333333333
237,121,2022-09-12,08:12:00,09:04:53,BT01,BT02,52.88333333333333,11.4
238,121,2022-09-12,11:21:56,12:17:28,BT02,BT01,55.53333333333333,7.95
239,121,2022-09-12,12:52:03,13:42:55,BT01,BT02,50.86666666666667,6.833333333333333
240,121,2022-09-12,16:00:00,16:54:29,BT02,BT01,54.48333333333333,10.150000000000002
241,121,2022-09-12,17:29:25,18:11:41,BT01,BT02,42.266666666666666,4.35
242,121,2022-09-13,06:32:11,07:31:02,BT02,BT01,58.85,12.366666666666667
243,121,2022-09-13,08:21:43,09:16:04,BT01,BT02,54.35,8.066666666666666
244,121,2022-09-13,11:18:55,12:15:31,BT02,BT01,56.6,8.916666666666666
245,121,2022-09-13,13:42:24,14:41:15,BT01,BT02,58.85,11.833333333333332
246,121,2022-09-13,15:51:29,16:44:10,BT02,BT01,52.68333333333333,4.733333333333332
247,121,2022-09-13,18:12:44,18:59:50,BT01,BT02,47.1,5.100000000000001
248,121,2022-09-14,06:11:02,07:04:56,BT02,BT01,53.9,8.73333333333333
249,121,2022-09-14,07:51:34,08:43:27,BT01,BT02,51.88333333333333,8.533333333333333
250,121,2022-09-14,10:41:27,11:35:39,BT02,BT01,54.2,10.3
251,121,2022-09-14,12:31:55,13:41:01,BT01,BT02,69.1,15.15
252,121,2022-09-14,14:41:13,15:34:58,BT02,BT01,53.75,8.633333333333331
253,121,2022-09-14,16:40:48,17:37:03,BT01,BT02,56.25,5.899999999999998
254,121,2022-09-16,06:10:45,06:57:11,BT02,BT01,46.43333333333333,8.966666666666665
255,121,2022-09-16,07:51:33,08:39:51,BT01,BT02,48.3,6.583333333333332
256,121,2022-09-16,10:20:35,11:12:07,BT02,BT01,51.53333333333333,4.316666666666665
257,121,2022-09-16,11:51:40,12:47:51,BT01,BT02,56.18333333333333,11.283333333333337
258,121,2022-09-16,13:40:56,14:33:05,BT02,BT01,52.15,9.016666666666666
259,121,2022-09-16,15:41:14,16:36:11,BT01,BT02,54.95,7.683333333333332
260,121,2022-09-17,09:21:15,10:11:01,BT02,BT01,49.766666666666666,5.799999999999999
261,121,2022-09-17,10:41:03,11:35:41,BT01,BT02,54.63333333333333,9.283333333333331
262,121,2022-09-17,13:41:52,14:35:19,BT02,BT01,53.45,8.4
263,121,2022-09-17,15:59:31,16:51:49,BT01,BT02,52.3,4.9
264,121,2022-09-18,08:51:12,09:45:38,BT02,BT01,54.43333333333333,10.78333333333333
265,121,2022-09-18,09:59:06,10:56:25,BT01,BT02,57.31666666666667,9.95
266,121,2022-09-18,13:11:54,14:06:07,BT02,BT01,54.21666666666667,11.116666666666667
267,121,2022-09-18,14:42:02,15:29:34,BT01,BT02,47.53333333333333,5.316666666666667
268,121,2022-09-18,17:02:05,17:55:40,BT02,BT01,53.583333333333336,8.166666666666666
269,121,2022-09-18,20:32:04,21:08:58,BT01,BT02,36.9,4.066666666666666
270,121,2022-09-19,06:01:16,06:41:49,BT02,BT01,40.55,3.9666666666666655
271,121,2022-09-19,07:31:20,08:19:36,BT01,BT02,48.266666666666666,4.433333333333334
272,121,2022-09-19,10:30:57,11:23:31,BT02,BT01,52.56666666666667,5.93333333333333
273,121,2022-09-19,12:01:36,12:56:04,BT01,BT02,54.46666666666667,5.166666666666666
274,121,2022-09-19,14:41:00,15:28:03,BT02,BT01,47.05,4.449999999999999
275,121,2022-09-19,17:25:17,18:12:10,BT01,BT02,46.88333333333333,5.749999999999999
276,121,2022-09-21,04:44:15,08:26:02,BT01,BT02,221.78333333333333,88.0
277,121,2022-09-21,08:41:24,09:30:46,BT02,BT01,49.36666666666667,7.666666666666663
278,121,2022-09-21,10:42:07,11:36:45,BT01,BT02,54.63333333333333,4.133333333333333
279,121,2022-09-21,13:01:29,14:04:13,BT02,BT01,62.73333333333333,13.483333333333334
280,121,2022-09-21,15:12:03,16:09:13,BT01,BT02,57.16666666666666,8.433333333333332
281,121,2022-09-22,08:31:43,09:22:11,BT02,BT01,50.46666666666667,7.366666666666664
282,121,2022-09-22,10:01:35,10:54:28,BT01,BT02,52.88333333333333,5.516666666666666
283,121,2022-09-22,12:31:09,13:26:05,BT02,BT01,54.93333333333333,6.383333333333334
284,121,2022-09-22,14:01:51,14:52:40,BT01,BT02,50.81666666666667,10.016666666666667
285,121,2022-09-22,16:30:13,17:18:46,BT02,BT01,48.55,4.766666666666666
286,121,2022-09-22,18:30:19,19:10:27,BT01,BT02,40.13333333333333,3.9500000000000006
287,121,2022-09-23,08:21:36,09:05:31,BT02,BT01,43.91666666666666,6.8166666666666655
288,121,2022-09-23,09:51:33,10:51:10,BT01,BT02,59.61666666666667,12.916666666666666
289,121,2022-09-24,08:31:58,09:21:11,BT02,BT01,49.21666666666667,7.466666666666664
290,121,2022-09-24,10:01:23,10:58:32,BT01,BT02,57.15,11.85
291,121,2022-09-24,12:52:18,13:45:57,BT02,BT01,53.65,7.783333333333335
292,121,2022-09-24,14:52:14,15:45:39,BT01,BT02,53.41666666666666,9.266666666666666
293,121,2022-09-26,08:11:06,08:59:28,BT02,BT01,48.36666666666667,6.233333333333332
294,121,2022-09-26,09:42:02,10:36:44,BT01,BT02,54.7,7.949999999999997
295,121,2022-09-26,12:41:27,13:32:09,BT02,BT01,50.7,6.716666666666666
296,121,2022-09-26,14:11:43,14:58:30,BT01,BT02,46.78333333333333,5.166666666666666
297,121,2022-09-26,16:30:58,17:11:38,BT02,BT01,40.66666666666666,2.716666666666667
298,121,2022-09-26,18:07:15,18:50:42,BT01,BT02,43.45,3.1
299,121,2022-09-27,04:46:00,07:41:36,BT01,BT02,175.6,57.88333333333333
300,121,2022-09-27,07:51:18,08:39:50,BT02,BT01,48.53333333333333,5.433333333333333
301,121,2022-09-27,09:42:01,10:33:59,BT01,BT02,51.96666666666667,5.416666666666667
302,121,2022-09-27,12:21:05,13:13:53,BT02,BT01,52.8,9.65
303,121,2022-09-27,14:21:44,15:09:28,BT01,BT02,47.73333333333333,6.716666666666666
304,121,2022-09-27,16:30:40,17:19:50,BT02,BT01,49.16666666666666,3.3666666666666667
305,121,2022-09-27,18:39:41,19:19:32,BT01,BT02,39.85,3.1333333333333337
306,121,2022-09-28,04:53:30,07:48:55,BT01,BT02,175.41666666666666,52.53333333333333
307,121,2022-09-28,08:00:40,08:48:01,BT02,BT01,47.35,6.116666666666665
308,121,2022-09-28,09:21:43,10:17:33,BT01,BT02,55.833333333333336,7.733333333333334
309,121,2022-09-28,12:41:45,13:38:27,BT02,BT01,56.7,7.949999999999997
