trip_id,date,start_time,end_time,start_terminal,end_terminal,travel_time,dwell_time,SITR,day_of_week,day_name,hour_of_day,weekend,rush_hour,excess_travel_time,Direction,outlier
116,2021-10-27,15:21:51,16:19:00,Kandy,Digana,57.15,9.116666666666667,0.1595217264508603,2,Wednesday,15.25,0,0,-5.376666666666672,Kandy-Digana,normal
119,2021-10-28,12:01:20,12:57:59,Digana,Kandy,56.65,10.95,0.1932921447484554,3,Thursday,12.0,0,0,-5.876666666666672,Digana-Kandy,normal
121,2021-10-28,15:21:46,16:17:50,Digana,Kandy,56.06666666666667,9.066666666666666,0.1617122473246135,3,Thursday,15.25,0,0,-6.460000000000001,Digana-Kandy,normal
122,2021-10-28,16:43:07,17:27:32,Kandy,Digana,44.41666666666666,4.9,0.1103189493433396,3,Thursday,16.75,0,1,-18.110000000000014,Kandy-Digana,normal
123,2021-10-29,08:10:18,09:01:44,Digana,Kandy,51.43333333333333,2.75,0.0534672715489306,4,Friday,8.25,0,1,-11.09333333333334,Digana-Kandy,normal
124,2021-10-29,09:52:06,10:42:34,Kandy,Digana,50.46666666666667,3.716666666666667,0.0736459709379128,4,Friday,9.75,0,0,-12.060000000000002,Kandy-Digana,normal
125,2021-10-29,11:51:16,12:49:00,Digana,Kandy,57.73333333333333,12.283333333333337,0.2127598152424943,4,Friday,11.75,0,0,-4.793333333333344,Digana-Kandy,normal
126,2021-10-29,13:40:07,14:23:47,Kandy,Digana,43.66666666666666,5.65,0.1293893129770992,4,Friday,13.75,0,0,-18.860000000000014,Kandy-Digana,normal
127,2021-10-29,15:41:19,16:35:09,Digana,Kandy,53.833333333333336,7.216666666666665,0.1340557275541795,4,Friday,15.75,0,0,-8.693333333333335,Digana-Kandy,normal
128,2021-10-29,16:50:28,17:33:55,Kandy,Digana,43.45,3.4000000000000004,0.0782508630609896,4,Friday,16.75,0,1,-19.076666666666668,Kandy-Digana,normal
129,2021-10-30,08:40:21,09:33:50,Digana,Kandy,53.48333333333333,10.366666666666667,0.1938298535369274,5,Saturday,8.75,1,1,-9.043333333333344,Digana-Kandy,normal
130,2021-10-30,09:52:02,10:39:59,Kandy,Digana,47.95,3.1833333333333336,0.0663885992353145,5,Saturday,9.75,1,0,-14.576666666666668,Kandy-Digana,normal
131,2021-10-30,11:21:58,12:13:17,Digana,Kandy,51.31666666666667,8.85,0.1724585904514452,5,Saturday,11.25,1,0,-11.21,Digana-Kandy,normal
132,2021-10-30,12:32:43,13:18:32,Kandy,Digana,45.81666666666667,5.3666666666666645,0.1171335030920334,5,Saturday,12.5,1,0,-16.71,Kandy-Digana,normal
133,2021-10-30,16:51:04,18:44:38,Digana,Kandy,113.56666666666666,51.03333333333332,0.4493689462870559,5,Saturday,16.75,1,1,51.03999999999999,Digana-Kandy,anomaly
135,2021-10-31,08:39:32,09:33:53,Digana,Kandy,54.35,9.283333333333331,0.1708065010732903,6,Sunday,8.75,1,1,-8.17666666666667,Digana-Kandy,normal
136,2021-10-31,10:51:32,11:45:52,Kandy,Digana,54.333333333333336,6.433333333333334,0.1184049079754601,6,Sunday,10.75,1,0,-8.193333333333335,Kandy-Digana,normal
137,2021-10-31,12:18:37,13:15:47,Digana,Kandy,57.16666666666666,6.516666666666666,0.1139941690962099,6,Sunday,12.25,1,0,-5.360000000000014,Digana-Kandy,normal
138,2021-10-31,16:17:25,17:00:24,Kandy,Digana,42.98333333333333,3.283333333333333,0.0763861962000775,6,Sunday,16.25,1,1,-19.543333333333344,Kandy-Digana,anomaly
139,2021-10-31,17:25:48,18:15:35,Digana,Kandy,49.78333333333333,5.8166666666666655,0.1168396384332105,6,Sunday,17.5,1,1,-12.74333333333334,Digana-Kandy,normal
145,2021-11-02,08:40:08,09:35:40,Digana,Kandy,55.53333333333333,10.199999999999996,0.183673469387755,1,Tuesday,8.75,0,1,-6.993333333333339,Digana-Kandy,normal
146,2021-11-02,10:02:01,10:55:30,Kandy,Digana,53.48333333333333,5.416666666666665,0.1012776565908382,1,Tuesday,10.0,0,0,-9.043333333333344,Kandy-Digana,normal
151,2021-11-03,07:12:52,07:58:17,Digana,Kandy,45.41666666666666,7.899999999999998,0.1739449541284403,2,Wednesday,7.25,0,1,-17.110000000000014,Digana-Kandy,normal
152,2021-11-03,08:32:01,09:23:53,Kandy,Digana,51.86666666666667,4.766666666666668,0.0919023136246787,2,Wednesday,8.5,0,1,-10.660000000000004,Kandy-Digana,normal
153,2021-11-03,11:12:22,12:06:41,Digana,Kandy,54.31666666666667,8.133333333333331,0.1497391837987112,2,Wednesday,11.25,0,0,-8.21,Digana-Kandy,normal
154,2021-11-03,12:21:44,13:06:39,Kandy,Digana,44.91666666666666,5.349999999999998,0.1191094619666048,2,Wednesday,12.25,0,0,-17.610000000000014,Kandy-Digana,normal
155,2021-11-03,15:01:52,15:57:02,Digana,Kandy,55.16666666666666,12.383333333333333,0.2244712990936556,2,Wednesday,15.0,0,0,-7.360000000000014,Digana-Kandy,normal
157,2021-11-03,17:24:16,18:42:57,Digana,Kandy,78.68333333333334,17.500000000000004,0.2224105062486761,2,Wednesday,17.5,0,1,16.156666666666666,Digana-Kandy,anomaly
159,2021-11-04,08:21:50,09:17:19,Digana,Kandy,55.48333333333333,11.083333333333336,0.1997596875938721,3,Thursday,8.25,0,1,-7.043333333333344,Digana-Kandy,normal
160,2021-11-04,09:30:01,10:20:31,Kandy,Digana,50.5,5.8500000000000005,0.1158415841584158,3,Thursday,9.5,0,0,-12.02666666666667,Kandy-Digana,normal
161,2021-11-04,16:37:36,18:31:57,Digana,Kandy,114.35,55.24999999999999,0.4831657192829033,3,Thursday,16.75,0,1,51.82333333333332,Digana-Kandy,anomaly
169,2021-11-06,17:09:55,18:35:33,Digana,Kandy,85.63333333333334,29.550000000000004,0.3450759050214091,5,Saturday,17.25,1,1,23.10666666666667,Digana-Kandy,anomaly
171,2021-11-07,07:12:37,08:02:10,Digana,Kandy,49.55,3.4333333333333336,0.0692902791792802,6,Sunday,7.25,1,1,-12.976666666666674,Digana-Kandy,normal
172,2021-11-07,08:19:33,09:13:15,Kandy,Digana,53.7,5.050000000000001,0.0940409683426443,6,Sunday,8.25,1,1,-8.826666666666668,Kandy-Digana,normal
173,2021-11-07,10:51:38,11:47:31,Digana,Kandy,55.88333333333333,9.916666666666664,0.1774530271398747,6,Sunday,10.75,1,0,-6.643333333333338,Digana-Kandy,normal
174,2021-11-07,12:03:46,12:59:25,Kandy,Digana,55.65,5.4,0.0970350404312668,6,Sunday,12.0,1,0,-6.876666666666672,Kandy-Digana,normal
175,2021-11-07,13:42:19,14:36:09,Digana,Kandy,53.833333333333336,11.266666666666667,0.2092879256965944,6,Sunday,13.75,1,0,-8.693333333333335,Digana-Kandy,normal
176,2021-11-07,15:05:29,15:59:31,Kandy,Digana,54.03333333333333,4.166666666666667,0.0771128932757557,6,Sunday,15.0,1,0,-8.49333333333334,Kandy-Digana,normal
177,2021-11-07,17:18:06,18:15:52,Digana,Kandy,57.766666666666666,14.816666666666668,0.2564916330063474,6,Sunday,17.25,1,1,-4.760000000000005,Digana-Kandy,anomaly
179,2021-11-08,07:27:36,08:24:23,Digana,Kandy,56.78333333333333,17.21666666666668,0.3031992955679485,0,Monday,7.5,0,1,-5.743333333333339,Digana-Kandy,normal
180,2021-11-08,08:52:38,09:44:29,Kandy,Digana,51.85,8.249999999999998,0.159112825458052,0,Monday,9.0,0,1,-10.67666666666667,Kandy-Digana,normal
181,2021-11-08,10:51:41,11:46:03,Digana,Kandy,54.36666666666667,8.633333333333333,0.1587982832618025,0,Monday,10.75,0,0,-8.160000000000004,Digana-Kandy,normal
182,2021-11-08,12:10:52,13:24:51,Kandy,Digana,73.98333333333333,11.533333333333331,0.1558909664338814,0,Monday,12.25,0,0,11.456666666666663,Kandy-Digana,anomaly
183,2021-11-08,17:06:09,18:44:38,Digana,Kandy,98.48333333333332,33.58333333333335,0.3410052462345577,0,Monday,17.0,0,1,35.95666666666665,Digana-Kandy,anomaly
185,2021-11-09,07:09:46,08:03:16,Digana,Kandy,53.5,9.85,0.1841121495327102,1,Tuesday,7.25,0,1,-9.02666666666667,Digana-Kandy,normal
186,2021-11-09,08:42:29,09:35:55,Kandy,Digana,53.43333333333333,9.016666666666667,0.1687461010605115,1,Tuesday,8.75,0,1,-9.09333333333334,Kandy-Digana,normal
187,2021-11-09,10:40:51,11:33:55,Digana,Kandy,53.06666666666667,8.549999999999999,0.1611180904522612,1,Tuesday,10.75,0,0,-9.46,Digana-Kandy,normal
188,2021-11-09,12:12:31,13:15:27,Kandy,Digana,62.93333333333333,10.383333333333336,0.164989406779661,1,Tuesday,12.25,0,0,0.4066666666666592,Kandy-Digana,normal
189,2021-11-09,15:11:37,15:59:20,Digana,Kandy,47.71666666666667,6.8666666666666645,0.1439049947607404,1,Tuesday,15.25,0,0,-14.810000000000002,Digana-Kandy,normal
190,2021-11-09,16:12:33,17:12:41,Kandy,Digana,60.13333333333333,9.55,0.1588137472283813,1,Tuesday,16.25,0,1,-2.393333333333338,Kandy-Digana,normal
191,2021-11-09,17:15:16,18:46:10,Digana,Kandy,90.9,28.5,0.3135313531353135,1,Tuesday,17.25,0,1,28.37333333333333,Digana-Kandy,anomaly
193,2021-11-10,07:24:27,08:14:36,Digana,Kandy,50.15,22.05000000000001,0.4396809571286144,2,Wednesday,7.5,0,1,-12.376666666666672,Digana-Kandy,normal
194,2021-11-10,09:01:59,09:50:32,Kandy,Digana,48.55,4.749999999999999,0.09783728115345,2,Wednesday,9.0,0,1,-13.976666666666674,Kandy-Digana,normal
195,2021-11-10,11:01:22,11:56:51,Digana,Kandy,55.48333333333333,12.083333333333334,0.2177831180534695,2,Wednesday,11.0,0,0,-7.043333333333344,Digana-Kandy,normal
196,2021-11-10,12:22:39,13:38:47,Kandy,Digana,76.13333333333334,25.26666666666668,0.3318739054290719,2,Wednesday,12.5,0,0,13.60666666666667,Kandy-Digana,anomaly
197,2021-11-10,15:12:48,16:06:35,Digana,Kandy,53.78333333333333,11.466666666666669,0.2132011155872327,2,Wednesday,15.25,0,0,-8.74333333333334,Digana-Kandy,normal
198,2021-11-10,16:22:22,17:10:01,Kandy,Digana,47.65,6.933333333333331,0.1455054214760405,2,Wednesday,16.25,0,1,-14.876666666666672,Kandy-Digana,normal
199,2021-11-10,17:16:31,18:33:58,Digana,Kandy,77.45,13.83333333333334,0.1786098558209598,2,Wednesday,17.25,0,1,14.923333333333332,Digana-Kandy,anomaly
200,2021-11-10,19:27:22,20:06:30,Kandy,Digana,39.13333333333333,3.5333333333333337,0.090289608177172,2,Wednesday,19.5,0,0,-23.393333333333334,Kandy-Digana,normal
201,2021-11-11,16:46:05,18:38:40,Digana,Kandy,112.58333333333331,53.85,0.4783123612139157,3,Thursday,16.75,0,1,50.05666666666664,Digana-Kandy,anomaly
203,2021-11-12,07:31:17,08:15:57,Digana,Kandy,44.66666666666666,5.899999999999999,0.1320895522388059,4,Friday,7.5,0,1,-17.860000000000014,Digana-Kandy,normal
204,2021-11-12,08:51:58,09:44:43,Kandy,Digana,52.75,5.949999999999998,0.1127962085308056,4,Friday,8.75,0,1,-9.77666666666667,Kandy-Digana,normal
205,2021-11-12,11:01:01,11:58:43,Digana,Kandy,57.7,9.250000000000004,0.160311958405546,4,Friday,11.0,0,0,-4.826666666666668,Digana-Kandy,normal
206,2021-11-12,12:20:48,13:20:16,Kandy,Digana,59.46666666666667,9.516666666666664,0.1600336322869954,4,Friday,12.25,0,0,-3.0600000000000023,Kandy-Digana,normal
207,2021-11-12,15:11:40,16:03:01,Digana,Kandy,51.35,7.633333333333332,0.148653034728984,4,Friday,15.25,0,0,-11.17666666666667,Digana-Kandy,normal
208,2021-11-12,16:11:20,17:02:34,Kandy,Digana,51.23333333333333,3.616666666666666,0.0705920624593363,4,Friday,16.25,0,1,-11.293333333333344,Kandy-Digana,normal
209,2021-11-12,17:06:30,18:52:15,Digana,Kandy,105.75,38.80000000000001,0.3669030732860521,4,Friday,17.0,0,1,43.22333333333333,Digana-Kandy,anomaly
