id,deviceid,devicetime,latitude,longitude,speed
560117050,123,2021-10-01 05:16:16,7.3274916,80.7459433,21.0583
560117049,123,2021-10-01 05:16:31,7.32562,80.7455466,31.3175
560117048,123,2021-10-01 05:16:46,7.3240333,80.7449716,22.6782
560117047,123,2021-10-01 05:17:01,7.32365,80.7468016,28.6177
560117046,123,2021-10-01 05:17:16,7.3231983,80.7489416,32.9374
560117022,123,2021-10-01 05:17:31,7.321915,80.750355,31.3175
560117021,123,2021-10-01 05:17:46,7.3219,80.7525416,33.4773
560117020,123,2021-10-01 05:18:01,7.320415,80.7541799,32.9374
560117019,123,2021-10-01 05:18:16,7.3182916,80.7552616,37.797
560116843,123,2021-10-01 05:18:31,7.31639,80.7570366,30.2376
560116842,123,2021-10-01 05:18:46,7.315325,80.7586216,22.6782
560116841,123,2021-10-01 05:19:01,7.3142566,80.75945,25.9179
560116840,123,2021-10-01 05:19:11,7.3132366,80.7607766,42.1166
560116839,123,2021-10-01 05:19:26,7.3113433,80.7632166,41.5767
560116838,123,2021-10-01 05:19:41,7.3096983,80.7648749,24.2981
560117018,123,2021-10-01 05:19:56,7.3088566,80.7656833,12.959
560117017,123,2021-10-01 05:20:00,7.3088966,80.7658266,0.0
560117045,123,2021-10-01 05:20:03,7.3089849,80.7657916,6.47948
560117098,123,2021-10-01 05:20:10,7.3091783,80.765525,0.0
560117246,123,2021-10-01 05:20:33,7.30924,80.7654733,5.93953
560117655,123,2021-10-01 05:20:43,7.3096283,80.7649533,22.6782
560117654,123,2021-10-01 05:20:58,7.3109133,80.7634933,29.6976
560117653,123,2021-10-01 05:21:13,7.3123433,80.7620616,26.9979
560117652,123,2021-10-01 05:21:28,7.3134,80.76056,18.3585
560117651,123,2021-10-01 05:21:32,7.3134933,80.7603883,0.0
560117821,123,2021-10-01 05:21:59,7.3135016,80.76038,3.23974
560118237,123,2021-10-01 05:22:14,7.3139299,80.759885,15.6588
560118236,123,2021-10-01 05:22:29,7.3146699,80.7589249,17.2786
560118235,123,2021-10-01 05:22:44,7.3156766,80.7582233,18.8985
560118234,123,2021-10-01 05:22:59,7.3168533,80.7565633,34.0173
560118233,123,2021-10-01 05:23:07,7.3175983,80.75595,11.3391
560118232,123,2021-10-01 05:23:09,7.3176366,80.7559316,0.0
560118336,123,2021-10-01 05:23:20,7.31768,80.75592,3.7797
560118623,123,2021-10-01 05:23:35,7.3182566,80.755425,14.5788
560118622,123,2021-10-01 05:23:50,7.3192916,80.754655,20.5184
560118621,123,2021-10-01 05:23:57,7.319655,80.75449,3.7797
560118620,123,2021-10-01 05:23:58,7.319655,80.7544816,0.0
560118619,123,2021-10-01 05:24:00,7.3196633,80.7544716,2.69978
560118944,123,2021-10-01 05:24:15,7.3202916,80.7542016,14.5788
560118943,123,2021-10-01 05:24:30,7.3214516,80.753345,24.838
560118942,123,2021-10-01 05:24:43,7.3220416,80.7520183,5.39957
560118941,123,2021-10-01 05:24:46,7.3220333,80.7519849,0.0
560119038,123,2021-10-01 05:24:54,7.3220083,80.7518983,4.31966
560119281,123,2021-10-01 05:25:08,7.3218866,80.7509333,21.0583
560119280,123,2021-10-01 05:25:17,7.3219083,80.7502966,3.7797
560119279,123,2021-10-01 05:25:18,7.3219083,80.7502966,0.0
560119278,123,2021-10-01 05:25:19,7.3219083,80.7502883,2.69978
560119414,123,2021-10-01 05:25:34,7.322495,80.7496816,17.2786
560119412,123,2021-10-01 05:25:42,7.3227766,80.7493883,0.0
560119434,123,2021-10-01 05:25:50,7.3227933,80.7493383,5.39957
560119772,123,2021-10-01 05:25:50,7.3227933,80.7493383,5.39957
560119774,123,2021-10-01 05:26:02,7.3233716,80.7486316,21.5983
560119773,123,2021-10-01 05:26:17,7.3235066,80.7472266,17.8186
560120354,123,2021-10-01 05:26:32,7.3241349,80.7458099,23.7581
560120353,123,2021-10-01 05:26:47,7.3245083,80.7447816,19.4385
560120352,123,2021-10-01 05:27:02,7.32558,80.7453666,23.2182
560120351,123,2021-10-01 05:27:17,7.326445,80.746025,12.959
560120349,123,2021-10-01 05:27:32,7.3273416,80.7459683,0.0
560120350,123,2021-10-01 05:27:32,7.3273416,80.7459683,2.69978
560120373,123,2021-10-01 05:27:42,7.32738,80.7459449,4.31966
560121065,123,2021-10-01 05:27:57,7.3281433,80.7453983,16.7387
560120924,123,2021-10-01 05:28:12,7.327975,80.7439033,18.8985
560120923,123,2021-10-01 05:28:27,7.3269816,80.7432733,16.1987
560120922,123,2021-10-01 05:28:42,7.325855,80.7423183,27.5378
560120921,123,2021-10-01 05:28:57,7.3239616,80.7418433,25.9179
560120920,123,2021-10-01 05:29:05,7.32338,80.7420583,8.63931
560120919,123,2021-10-01 05:29:06,7.32338,80.742065,0.0
560121064,123,2021-10-01 05:29:27,7.3233733,80.7420766,2.69978
560122364,123,2021-10-01 05:29:42,7.3226416,80.742485,17.2786
560122363,123,2021-10-01 05:29:57,7.3215533,80.7429383,12.959
560122362,123,2021-10-01 05:30:12,7.3210566,80.7422066,14.5788
560122361,123,2021-10-01 05:30:27,7.3205199,80.7413349,13.4989
560122360,123,2021-10-01 05:30:42,7.319605,80.7404766,21.0583
560122226,123,2021-10-01 05:30:57,7.3185083,80.739075,26.9979
560122225,123,2021-10-01 05:31:12,7.317075,80.7371149,35.6372
560122224,123,2021-10-01 05:31:27,7.3156883,80.7356466,22.1382
560122223,123,2021-10-01 05:31:42,7.31425,80.73529,21.5983
560122221,123,2021-10-01 05:31:53,7.313475,80.7349299,0.0
560122222,123,2021-10-01 05:31:53,7.313475,80.7349299,3.7797
560122359,123,2021-10-01 05:32:09,7.313425,80.7348983,5.93953
560122575,123,2021-10-01 05:32:20,7.3127599,80.7345583,23.7581
560122574,123,2021-10-01 05:32:35,7.3112,80.7337466,7.5594
560122573,123,2021-10-01 05:32:36,7.3111833,80.7337383,0.0
560122746,123,2021-10-01 05:33:00,7.311125,80.7336916,7.01944
560123111,123,2021-10-01 05:33:15,7.310325,80.733095,20.5184
560123110,123,2021-10-01 05:33:30,7.3085583,80.73293,25.378
560123109,123,2021-10-01 05:33:38,7.3078366,80.7331083,8.63931
560123108,123,2021-10-01 05:33:40,7.3078083,80.7331183,0.0
560123226,123,2021-10-01 05:33:54,7.30778,80.7331199,3.7797
560123886,123,2021-10-01 05:34:09,7.3069116,80.7333633,16.7387
560123885,123,2021-10-01 05:34:24,7.30585,80.7337683,14.0389
560123884,123,2021-10-01 05:34:39,7.3046783,80.7343116,20.5184
560123883,123,2021-10-01 05:34:46,7.3043483,80.734495,0.0
560123989,123,2021-10-01 05:34:53,7.3043133,80.7345133,4.31966
560124552,123,2021-10-01 05:35:08,7.303505,80.73499,16.7387
560124551,123,2021-10-01 05:35:23,7.3024233,80.7355383,16.7387
560124549,123,2021-10-01 05:35:32,7.3019333,80.7358,0.0
560124676,123,2021-10-01 05:35:42,7.301875,80.735815,3.7797
560127642,123,2021-10-01 05:35:57,7.3011283,80.7360333,13.4989
560127641,123,2021-10-01 05:36:12,7.3001149,80.7359416,14.0389
560127640,123,2021-10-01 05:36:27,7.2993883,80.73518,19.4385
560126441,123,2021-10-01 05:36:42,7.2987716,80.7334483,29.1577
560126440,123,2021-10-01 05:36:54,7.2978083,80.7329816,12.959
560126439,123,2021-10-01 05:37:06,7.29745,80.731905,30.2376
560126438,123,2021-10-01 05:37:21,7.2962116,80.7302033,32.3974
560126437,123,2021-10-01 05:37:36,7.2947333,80.7283166,36.7171
560126417,123,2021-10-01 05:37:51,7.294125,80.7257866,35.6372
560126416,123,2021-10-01 05:38:06,7.29363,80.72388,27.5378
560126415,123,2021-10-01 05:38:21,7.29213,80.72354,16.7387
560126414,123,2021-10-01 05:38:36,7.2926716,80.7224766,16.7387
560126413,123,2021-10-01 05:38:51,7.2924066,80.7217583,13.4989
560126412,123,2021-10-01 05:39:01,7.2918833,80.7215016,0.0
560126436,123,2021-10-01 05:39:03,7.2918566,80.7214783,3.23974
560127639,123,2021-10-01 05:39:16,7.2911633,80.7212233,19.9784
560127551,123,2021-10-01 05:39:31,7.2894183,80.7216916,27.5378
560127550,123,2021-10-01 05:39:46,7.2879866,80.722675,20.5184
560127549,123,2021-10-01 05:40:01,7.2862049,80.7223583,26.4579
560127548,123,2021-10-01 05:40:16,7.2844133,80.7222333,22.6782
560127547,123,2021-10-01 05:40:31,7.283335,80.7219633,14.0389
560127546,123,2021-10-01 05:40:43,7.283025,80.722295,0.0
560127638,123,2021-10-01 05:40:51,7.2829483,80.7223733,3.23974
560127798,123,2021-10-01 05:41:06,7.2824899,80.7228816,7.5594
560127797,123,2021-10-01 05:41:10,7.2823866,80.7229566,0.0
560127796,123,2021-10-01 05:41:12,7.2823583,80.722965,2.69978
560127900,123,2021-10-01 05:41:18,7.2822633,80.7230649,0.0
560127980,123,2021-10-01 05:41:24,7.2821716,80.7231566,4.31966
560128150,123,2021-10-01 05:41:38,7.2818316,80.7234083,0.0
560128577,123,2021-10-01 05:42:18,7.2815983,80.7235366,2.69978
560128647,123,2021-10-01 05:42:26,7.2814833,80.7236416,0.0
560128719,123,2021-10-01 05:42:31,7.281425,80.7237166,2.69978
560128720,123,2021-10-01 05:42:35,7.281425,80.7237166,0.0
560128858,123,2021-10-01 05:42:49,7.2813283,80.7238083,2.69978
560128867,123,2021-10-01 05:42:53,7.281285,80.723845,0.0
560129333,123,2021-10-01 05:43:31,7.2811533,80.7239999,3.7797
560129410,123,2021-10-01 05:43:38,7.2810783,80.7240666,0.0
560129604,123,2021-10-01 05:43:59,7.2810266,80.72411,4.31966
560129744,123,2021-10-01 05:44:12,7.28073,80.724375,0.0
560129778,123,2021-10-01 05:44:15,7.280695,80.7244116,3.23974
560129861,123,2021-10-01 05:44:23,7.28061,80.7245033,0.0
560131101,123,2021-10-01 05:46:23,7.2804916,80.7245766,2.69978
560132538,123,2021-10-01 05:46:38,7.2802783,80.7247983,7.01944
560132536,123,2021-10-01 05:46:53,7.2797383,80.7251833,11.3391
560132534,123,2021-10-01 05:47:08,7.2787316,80.7256016,15.1188
560132448,123,2021-10-01 05:47:23,7.2780283,80.7257883,5.39957
560132447,123,2021-10-01 05:47:38,7.27757,80.7254516,9.71923
560132446,123,2021-10-01 05:47:53,7.277775,80.7245516,16.7387
560132445,123,2021-10-01 05:48:08,7.2779733,80.7232216,18.8985
560132444,123,2021-10-01 05:48:23,7.2786733,80.722625,14.5788
560132443,123,2021-10-01 05:48:30,7.2789249,80.7227783,0.0
560132531,123,2021-10-01 05:48:37,7.2790066,80.7228116,5.93953
560132612,123,2021-10-01 05:48:46,7.2792316,80.7228816,0.0
560133158,123,2021-10-01 05:49:31,7.2792783,80.7229066,3.7797
560133400,123,2021-10-01 05:49:46,7.2796749,80.7233483,8.63931
560133399,123,2021-10-01 05:49:50,7.2797733,80.7234283,0.0
560133438,123,2021-10-01 05:49:52,7.2798116,80.7234599,3.23974
560134220,123,2021-10-01 05:50:07,7.28014,80.7237449,8.09935
560134219,123,2021-10-01 05:50:22,7.280685,80.7242833,5.93953
560134218,123,2021-10-01 05:50:37,7.2811683,80.72395,15.1188
560134217,123,2021-10-01 05:50:52,7.2815416,80.723545,6.47948
560134216,123,2021-10-01 05:51:01,7.2817416,80.7233833,0.0
560134619,123,2021-10-01 05:51:31,7.2818649,80.7233166,2.69978
560134900,123,2021-10-01 05:51:46,7.2821733,80.7229833,4.31966
560134899,123,2021-10-01 05:51:52,7.2822716,80.7229233,0.0
560134898,123,2021-10-01 05:51:53,7.2822933,80.72288,2.69978
560135745,123,2021-10-01 05:52:08,7.2827033,80.7224766,13.4989
560135744,123,2021-10-01 05:52:23,7.283565,80.7217749,3.7797
560135743,123,2021-10-01 05:52:38,7.2839816,80.7219766,5.39957
560135742,123,2021-10-01 05:52:52,7.2839466,80.722235,0.0
560135815,123,2021-10-01 05:52:56,7.2838916,80.7222333,3.23974
560136443,123,2021-10-01 05:53:11,7.2835299,80.7223183,5.39957
560136442,123,2021-10-01 05:53:21,7.283485,80.7225533,5.39957
560136441,123,2021-10-01 05:53:36,7.283775,80.722295,0.0
560136440,123,2021-10-01 05:53:39,7.28381,80.7222583,2.69978
560136459,123,2021-10-01 05:53:40,7.28381,80.7222583,0.0
560137051,123,2021-10-01 05:54:23,7.28381,80.7222583,0.0
560137050,123,2021-10-01 05:54:26,7.28381,80.7222583,0.0
560159502,123,2021-10-01 06:09:26,7.28381,80.7222583,0.0
560159501,123,2021-10-01 06:15:39,7.28381,80.7222583,0.0
560159500,123,2021-10-01 06:15:41,7.28381,80.7222583,0.0
560159499,123,2021-10-01 06:15:59,7.2839133,80.7222083,3.23974
560159498,123,2021-10-01 06:16:08,7.2840133,80.72208,0.0
560159497,123,2021-10-01 06:16:11,7.2840566,80.7220516,3.23974
560167739,123,2021-10-01 06:16:26,7.284675,80.7223149,12.959
560167738,123,2021-10-01 06:16:41,7.2860566,80.7223333,19.9784
560167737,123,2021-10-01 06:16:56,7.287635,80.7225183,23.2182
560166742,123,2021-10-01 06:17:11,7.28873,80.7220283,17.2786
560166741,123,2021-10-01 06:17:26,7.2898233,80.7215166,19.9784
560166740,123,2021-10-01 06:17:41,7.2911783,80.7211366,18.8985
560166739,123,2021-10-01 06:17:56,7.2921166,80.72168,15.6588
560166738,123,2021-10-01 06:18:11,7.2928083,80.7224649,16.7387
560166430,123,2021-10-01 06:18:26,7.2921583,80.7233216,15.6588
560164576,123,2021-10-01 06:18:41,7.2931366,80.7238783,18.3585
560164575,123,2021-10-01 06:18:56,7.2942183,80.72455,21.5983
560164574,123,2021-10-01 06:19:11,7.294145,80.7260216,18.3585
560164573,123,2021-10-01 06:19:26,7.2945516,80.727385,20.5184
560164572,123,2021-10-01 06:19:41,7.2948416,80.728575,14.0389
560164571,123,2021-10-01 06:19:56,7.2953983,80.7294316,15.1188
560166429,123,2021-10-01 06:20:11,7.2962616,80.7302116,15.1188
560166428,123,2021-10-01 06:20:26,7.2970949,80.7308433,14.0389
560166427,123,2021-10-01 06:20:41,7.2974183,80.73183,12.959
560166426,123,2021-10-01 06:20:56,7.2975533,80.7327233,12.419
560166425,123,2021-10-01 06:21:10,7.2984616,80.7331733,16.1987
560166737,123,2021-10-01 06:21:22,7.2988733,80.7340199,16.7387
560167736,123,2021-10-01 06:21:37,7.2991933,80.7349583,9.71923
560167735,123,2021-10-01 06:21:52,7.2992616,80.73524,0.0
560170943,123,2021-10-01 06:23:42,7.2992616,80.73524,0.0
560170942,123,2021-10-01 06:23:44,7.2992616,80.73524,0.0
560267771,123,2021-10-01 06:24:43,7.2992616,80.73524,0.0
560241472,123,2021-10-01 06:39:43,7.2992616,80.73524,0.0
560241471,123,2021-10-01 06:54:43,7.2992616,80.73524,0.0
560241470,123,2021-10-01 07:02:34,7.2992633,80.735275,2.69978
560241469,123,2021-10-01 07:02:37,7.2992633,80.735275,0.0
560241468,123,2021-10-01 07:02:51,7.29927,80.735265,2.69978
560241467,123,2021-10-01 07:02:55,7.2992766,80.7352533,0.0
560267770,123,2021-10-01 07:17:05,7.2992766,80.7352533,0.0
560267769,123,2021-10-01 07:17:07,7.2992766,80.7352533,0.0
560269931,123,2021-10-01 07:18:22,7.2993516,80.7350766,2.69978
560269932,123,2021-10-01 07:18:24,7.29933,80.7350333,5.93953
560270339,123,2021-10-01 07:18:36,7.299165,80.734755,0.0
560294066,123,2021-10-01 07:30:46,7.299075,80.7345533,2.69978
560294303,123,2021-10-01 07:30:50,7.2990599,80.7344833,0.0
560294490,123,2021-10-01 07:30:54,7.2990383,80.7343916,6.47948
560294489,123,2021-10-01 07:30:59,7.298965,80.7340983,13.4989
560294868,123,2021-10-01 07:31:12,7.2981283,80.733095,22.6782
560295384,123,2021-10-01 07:31:27,7.2974083,80.7318266,8.09935
560295381,123,2021-10-01 07:31:28,7.2974133,80.7318249,0.0
560295589,123,2021-10-01 07:31:34,7.2974216,80.7317566,7.01944
560295759,123,2021-10-01 07:31:40,7.2973666,80.7313633,18.3585
560308369,123,2021-10-01 07:31:40,7.2973666,80.7313633,18.3585
560307761,123,2021-10-01 07:37:40,7.2838799,80.7220183,0.539957
560308364,123,2021-10-01 07:37:58,7.2838366,80.72192,2.69978
560309810,123,2021-10-01 07:38:01,7.28376,80.7218866,4.85961
560309808,123,2021-10-01 07:38:16,7.283205,80.7214283,14.5788
560309807,123,2021-10-01 07:38:31,7.2828383,80.7204366,12.959
560309806,123,2021-10-01 07:38:46,7.28318,80.7197483,3.23974
560309805,123,2021-10-01 07:38:48,7.28318,80.7197483,0.0
560310064,123,2021-10-01 07:38:58,7.2831416,80.7196566,5.39957
560311323,123,2021-10-01 07:38:58,7.2831416,80.7196566,5.39957
560311325,123,2021-10-01 07:39:13,7.283895,80.7187749,19.9784
560311324,123,2021-10-01 07:39:28,7.2843099,80.71717,21.0583
560313725,123,2021-10-01 07:39:39,7.2848016,80.7167266,4.31966
560312931,123,2021-10-01 07:39:41,7.2848016,80.7167266,0.0
560312930,123,2021-10-01 07:39:45,7.2848166,80.716755,4.31966
560312934,123,2021-10-01 07:40:00,7.285365,80.7161483,18.3585
560312933,123,2021-10-01 07:40:15,7.2864433,80.7147183,26.9979
560312932,123,2021-10-01 07:40:21,7.2869133,80.714285,6.47948
560312929,123,2021-10-01 07:40:23,7.2869216,80.7142783,0.0
560313723,123,2021-10-01 07:40:33,7.2869566,80.7142449,4.85961
560313724,123,2021-10-01 07:40:48,7.2877683,80.7136749,16.1987
560314004,123,2021-10-01 07:41:01,7.2884366,80.7132999,0.0
560314212,123,2021-10-01 07:41:09,7.2884716,80.7132916,3.7797
560315367,123,2021-10-01 07:41:24,7.2889949,80.7126583,17.8186
560315366,123,2021-10-01 07:41:39,7.2884983,80.7116483,3.7797
560315365,123,2021-10-01 07:41:42,7.2885016,80.7116383,0.0
560315446,123,2021-10-01 07:41:45,7.2884866,80.7116016,5.39957
560317188,123,2021-10-01 07:41:45,7.2884866,80.7116016,5.39957
560317192,123,2021-10-01 07:41:56,7.2882883,80.710865,22.1382
560317191,123,2021-10-01 07:42:11,7.2877466,80.7091116,28.0778
560317190,123,2021-10-01 07:42:26,7.2858699,80.70826,29.1577
560317189,123,2021-10-01 07:42:41,7.2846499,80.707265,20.5184
560317832,123,2021-10-01 07:42:56,7.2848683,80.7059233,18.3585
560317831,123,2021-10-01 07:43:04,7.284735,80.7055216,0.0
560318245,123,2021-10-01 07:43:17,7.2846933,80.7054516,2.69978
560320853,123,2021-10-01 07:43:32,7.2845416,80.7048466,11.8791
560320852,123,2021-10-01 07:43:47,7.2845916,80.7039166,12.959
560320851,123,2021-10-01 07:44:02,7.2845983,80.7030616,12.419
560320850,123,2021-10-01 07:44:17,7.28434,80.7023283,12.959
560320849,123,2021-10-01 07:44:32,7.2836616,80.7014599,13.4989
560320848,123,2021-10-01 07:44:35,7.28365,80.7014266,0.0
560321035,123,2021-10-01 07:44:38,7.28364,80.7014233,3.23974
560321091,123,2021-10-01 07:44:42,7.283615,80.7013783,0.0
560321720,123,2021-10-01 07:45:05,7.2835416,80.701225,2.69978
560321880,123,2021-10-01 07:45:08,7.283535,80.7012166,0.0
560325127,123,2021-10-01 07:46:51,7.2834999,80.7010866,3.23974
560326696,123,2021-10-01 07:47:06,7.283365,80.7000633,19.4385
560326695,123,2021-10-01 07:47:21,7.2832666,80.6985066,19.9784
560326694,123,2021-10-01 07:47:35,7.28273,80.6975966,2.69978
560326693,123,2021-10-01 07:47:38,7.28273,80.6975966,0.0
560327250,123,2021-10-01 07:47:54,7.2826616,80.69751,2.69978
560328841,123,2021-10-01 07:48:09,7.2821916,80.69723,11.3391
560328839,123,2021-10-01 07:48:24,7.2814433,80.6967933,11.3391
560328837,123,2021-10-01 07:48:37,7.28068,80.6961066,27.5378
560328835,123,2021-10-01 07:48:43,7.2803066,80.6955916,9.17927
560328833,123,2021-10-01 07:48:46,7.2803066,80.695555,0.0
560329786,123,2021-10-01 07:49:13,7.28029,80.6955599,2.69978
560329785,123,2021-10-01 07:49:15,7.28029,80.6955599,0.0
560330131,123,2021-10-01 07:49:28,7.2802883,80.6955416,3.23974
560330342,123,2021-10-01 07:49:32,7.2802683,80.6955616,0.0
560331070,123,2021-10-01 07:49:52,7.2802566,80.6954616,3.7797
560332369,123,2021-10-01 07:50:07,7.2802233,80.6948816,10.2592
560332368,123,2021-10-01 07:50:22,7.28072,80.69381,18.8985
560332367,123,2021-10-01 07:50:35,7.2812483,80.6928766,0.0
560332566,123,2021-10-01 07:50:40,7.2812516,80.692865,3.7797
560335757,123,2021-10-01 07:50:55,7.2814983,80.6921066,12.959
560335442,123,2021-10-01 07:51:10,7.2819033,80.6909116,18.8985
560335441,123,2021-10-01 07:51:25,7.28189,80.6897466,16.7387
560335440,123,2021-10-01 07:51:40,7.2817199,80.6886483,15.6588
560335439,123,2021-10-01 07:51:55,7.28154,80.6873933,19.4385
560335438,123,2021-10-01 07:52:05,7.2814616,80.686765,3.23974
560335436,123,2021-10-01 07:52:06,7.2814616,80.686765,0.0
560335756,123,2021-10-01 07:52:22,7.2814499,80.6868016,2.69978
560335973,123,2021-10-01 07:52:26,7.2814366,80.6868366,0.0
560336423,123,2021-10-01 07:52:44,7.2814233,80.6868116,5.39957
560337755,123,2021-10-01 07:52:59,7.281345,80.6858933,19.4385
560337754,123,2021-10-01 07:53:14,7.2809583,80.684265,24.2981
560337753,123,2021-10-01 07:53:26,7.2803333,80.6834366,5.93953
560337752,123,2021-10-01 07:53:28,7.2803316,80.6834183,0.0
560337997,123,2021-10-01 07:53:30,7.2803283,80.6833916,2.69978
560338697,123,2021-10-01 07:53:43,7.2803316,80.6825916,19.9784
560338694,123,2021-10-01 07:53:57,7.2795883,80.6816833,0.0
560338893,123,2021-10-01 07:54:04,7.27954,80.68165,3.7797
560339915,123,2021-10-01 07:54:19,7.2787283,80.6807716,17.2786
560339914,123,2021-10-01 07:54:34,7.2790116,80.6794816,15.1188
560339913,123,2021-10-01 07:54:38,7.27905,80.679385,0.0
560340229,123,2021-10-01 07:54:50,7.2790766,80.679325,2.69978
560340695,123,2021-10-01 07:55:04,7.279315,80.6787783,0.0
560342578,123,2021-10-01 07:56:07,7.2792866,80.6786483,2.69978
560343498,123,2021-10-01 07:56:20,7.2792283,80.6779483,18.8985
560343497,123,2021-10-01 07:56:35,7.2797266,80.6766416,8.63931
560343496,123,2021-10-01 07:56:37,7.27973,80.67662,0.0
560343887,123,2021-10-01 07:56:50,7.2797283,80.6765583,5.93953
560344754,123,2021-10-01 07:57:01,7.2797983,80.67573,22.1382
560344753,123,2021-10-01 07:57:16,7.2797866,80.67441,4.85961
560344752,123,2021-10-01 07:57:17,7.2797866,80.67441,0.0
560344958,123,2021-10-01 07:57:24,7.2797916,80.6743566,6.47948
560346372,123,2021-10-01 07:57:35,7.280435,80.67375,22.6782
560346371,123,2021-10-01 07:57:50,7.2815116,80.672515,19.4385
560346370,123,2021-10-01 07:58:05,7.2815283,80.6709599,12.419
560346369,123,2021-10-01 07:58:08,7.2815133,80.6709083,0.0
560346799,123,2021-10-01 07:58:24,7.2815266,80.6708866,2.69978
560350250,123,2021-10-01 07:58:39,7.2813183,80.6702566,12.419
560349851,123,2021-10-01 07:58:54,7.2805583,80.6693,17.8186
560349850,123,2021-10-01 07:59:09,7.2814383,80.6680683,13.4989
560349849,123,2021-10-01 07:59:24,7.2813766,80.6668783,16.1987
560349848,123,2021-10-01 07:59:39,7.28133,80.666305,5.93953
560349847,123,2021-10-01 07:59:54,7.2819,80.665965,11.3391
560349846,123,2021-10-01 07:59:57,7.2819666,80.6659366,0.0
560350248,123,2021-10-01 08:00:09,7.281985,80.6659683,2.69978
560350272,123,2021-10-01 08:00:12,7.281985,80.6659683,0.0
560350955,123,2021-10-01 08:00:33,7.2820449,80.6659683,3.7797
560353634,123,2021-10-01 08:00:48,7.2826466,80.6656683,10.2592
560353633,123,2021-10-01 08:01:03,7.283235,80.6650516,14.0389
560353632,123,2021-10-01 08:01:18,7.2839066,80.664185,15.6588
560353631,123,2021-10-01 08:01:33,7.284675,80.6633899,16.7387
560353630,123,2021-10-01 08:01:48,7.28527,80.662365,16.7387
560353629,123,2021-10-01 08:01:59,7.2855833,80.6617533,0.0
560353891,123,2021-10-01 08:02:08,7.2856,80.6617216,3.23974
560354366,123,2021-10-01 08:02:23,7.2858383,80.66134,4.85961
560354365,123,2021-10-01 08:02:25,7.2858466,80.6613216,0.0
560354401,123,2021-10-01 08:02:26,7.285865,80.6613016,2.69978
560355644,123,2021-10-01 08:02:41,7.2862283,80.66083,10.7991
560355643,123,2021-10-01 08:02:56,7.28669,80.65988,15.6588
560355642,123,2021-10-01 08:03:04,7.2867733,80.6594733,0.0
560355742,123,2021-10-01 08:03:07,7.286775,80.659435,2.69978
560357510,123,2021-10-01 08:03:22,7.2870583,80.6587216,14.0389
560357509,123,2021-10-01 08:03:37,7.2876016,80.6578933,7.01944
560357508,123,2021-10-01 08:03:51,7.288165,80.65755,0.0
560357600,123,2021-10-01 08:03:55,7.2882116,80.6575283,3.23974
560358313,123,2021-10-01 08:04:10,7.2889333,80.6569266,17.8186
560358312,123,2021-10-01 08:04:21,7.2893683,80.6565266,0.0
560358457,123,2021-10-01 08:04:23,7.289395,80.6564866,5.39957
560360123,123,2021-10-01 08:04:37,7.290135,80.6557383,21.5983
560360122,123,2021-10-01 08:04:52,7.2917266,80.6544833,35.6372
560360121,123,2021-10-01 08:05:00,7.292435,80.6538516,16.7387
560360120,123,2021-10-01 08:05:15,7.2930016,80.65312,7.5594
560360119,123,2021-10-01 08:05:18,7.29304,80.6530566,0.0
560360158,123,2021-10-01 08:05:20,7.2930616,80.6530316,4.85961
560361351,123,2021-10-01 08:05:35,7.2938883,80.65255,17.8186
